company,filename,page,period,Revenue,COGS,Gross Profit,Operating Expenses,Operating Income,Net Income
REXP,771_1527766286271.pdf,4,2023,995275.0,13.0,995262.0,-64855.0,1060117.0,1060117.0
REXP,771_1527766286271.pdf,5,2023,264896.0,1.0,264895.0,-3403.0,268298.0,268298.0
REXP,771_1534241780359.pdf,4,2023,1.0,689054.0,-689053.0,-98720.0,-590333.0,-590333.0
REXP,771_1534241780359.pdf,5,2023,337790.0,185103.0,152687.0,6.0,152681.0,152681.0
REXP,771_1542189664140.pdf,4,2023,1330358.0,2.0,1330356.0,-122065.0,1452421.0,1452421.0
REXP,771_1542189664140.pdf,5,2023,3.0,21.0,-18.0,2.0,-20.0,-20.0
REXP,771_1550138060839.pdf,4,2023,1341932.0,1.0,1341931.0,-96844.0,1438775.0,1438775.0
REXP,771_1550138060839.pdf,5,2023,275198.0,188895.0,86303.0,-12747.0,99050.0,99050.0
REXP,771_1559298478080.pdf,4,2023,1282622.0,1.0,1282621.0,-75088.0,1357709.0,1357709.0
REXP,771_1559298478080.pdf,5,2023,3.0,186824.0,-186821.0,1959.0,-188780.0,-188780.0
REXP,771_1565690323856.pdf,4,2023,1.0,849098.0,-849097.0,-89386.0,-759711.0,-759711.0
REXP,771_1565690323856.pdf,5,2023,366733.0,244042.0,122691.0,-3.0,122694.0,122694.0
REXP,771_1573638562154.pdf,4,2023,1530361.0,17.0,1530344.0,-100600.0,1630944.0,1630944.0
REXP,771_1573638562154.pdf,5,2023,4.0,21.0,-17.0,-31.0,14.0,14.0
REXP,771_1581500882845.pdf,4,2023,1426063.0,8.0,1426055.0,-128378.0,1554433.0,1554433.0
REXP,771_1581500882845.pdf,5,2023,2.0,4.0,-2.0,-7044.0,7042.0,7042.0
REXP,771_1597398727480.pdf,4,2023,989411.0,687100.0,302311.0,-114938.0,417249.0,417249.0
REXP,771_1597398727480.pdf,5,2023,231850.0,157649.0,74201.0,7419.0,66782.0,66782.0
REXP,771_1597398890735.xls.pdf,4,2023,875553.0,608048.0,267505.0,-52059.0,319564.0,319564.0
REXP,771_1597398890735.xls.pdf,5,2023,240969.0,36.0,240933.0,-6857.0,247790.0,247790.0
REXP,771_1605260669510.pdf,4,2023,1655885.0,3.0,1655882.0,-100600.0,1756482.0,1756482.0
REXP,771_1605260669510.pdf,5,2023,3.0,17.0,-14.0,1.0,-15.0,-15.0
REXP,771_1613037343820.pdf,4,2023,1486022.0,1.0,1486021.0,-96637.0,1582658.0,1582658.0
REXP,771_1613037343820.pdf,5,2023,288425.0,193747.0,94678.0,1.0,94677.0,94677.0
REXP,771_1622454363109.pdf,4,2023,1344850.0,3.0,1344847.0,-110574.0,1455421.0,1455421.0
REXP,771_1622454363109.pdf,5,2023,3.0,244462.0,-244459.0,7.0,-244466.0,-244466.0
REXP,771_1628675183559.pdf,4,2023,1400300.0,955738.0,444562.0,-52059.0,496621.0,496621.0
REXP,771_1628675183559.pdf,5,2023,4.0,302037.0,-302033.0,-6857.0,-295176.0,-295176.0
REXP,771_1636714927222.pdf,4,2023,1754079.0,1155680.0,598399.0,-138353.0,736752.0,736752.0
REXP,771_1636714927222.pdf,5,2023,6.0,245251.0,-245245.0,3.0,-245248.0,-245248.0
REXP,771_1644836215124.pdf,4,2023,1778416.0,23.0,1778393.0,-135254.0,1913647.0,1913647.0
REXP,771_1644836215124.pdf,5,2023,6.0,193747.0,-193741.0,-10907.0,-182834.0,-182834.0
REXP,771_1653995188360.pdf,4,2023,1604137.0,1037979.0,566158.0,-313782.0,879940.0,879940.0
REXP,771_1653995188360.pdf,5,2023,7.0,392511.0,-392504.0,-1660.0,-390844.0,-390844.0
REXP,771_1660564139519.pdf,4,2023,2767931.0,955738.0,1812193.0,-473936.0,2286129.0,2286129.0
REXP,771_1660564139519.pdf,5,2023,9.0,6.0,3.0,-122800.0,122803.0,122803.0
REXP,771_1668418805462.pdf,4,2023,2661097.0,71.0,2661026.0,42.0,2660984.0,2660984.0
REXP,771_1668418805462.pdf,5,2023,1.0,8.0,-7.0,302.0,-309.0,-309.0
REXP,771_1676454189961.pdf,4,2023,1909048.0,1487153.0,421895.0,-308958.0,730853.0,730853.0
REXP,771_1676454189961.pdf,5,2023,522708.0,372274.0,150434.0,9.0,150425.0,150425.0
REXP,771_1685527094110.pdf,4,2023,1.0,1234766.0,-1234765.0,-3.0,-1234762.0,-1234762.0
REXP,771_1685527094110.pdf,5,2023,516552.0,36.0,516516.0,5.0,516511.0,516511.0
REXP,771_1692091050740.pdf,4,2023,1474458.0,1735091.0,-260633.0,-66.0,-260567.0,991673.0
REXP,771_1692091050740.pdf,5,2023,520111.0,2006241.0,-1486130.0,4.0,-1486134.0,-1486134.0
REXP,771_1700049312897.pdf,4,2023,2069984.0,16.0,4.0,-202073.0,202077.0,1.0
REXP,771_1700049312897.pdf,5,2023,4.0,754591.0,-754587.0,5.0,-754592.0,-754592.0
REXP,771_1707996295121.pdf,4,2023,2089873.0,1.0,2089872.0,-239643.0,2329515.0,7.0
REXP,771_1707996295121.pdf,5,2023,5.0,413390.0,-413385.0,4.0,-413389.0,-413389.0
REXP,771_1717164700029.pdf,4,2023,1486128.0,331367.5523809524,225633.08571428573,-47961.723809523806,272631.9903846154,-247409.0
REXP,771_1717164700029.pdf,5,2023,4.0,3.0,1.0,5.0,-4.0,-4.0
REXP,771_1722423990922.pdf,4,2023,1682540.0,13.0,1682527.0,-162533.0,1845060.0,1845060.0
REXP,771_1722423990922.pdf,5,2023,6.0,416773.0,-416767.0,4.0,-416771.0,-416771.0
REXP,771_1730893408597.pdf,4,2023,2139733.0,3.0,2139730.0,74.0,2139656.0,1.0
REXP,771_1730893408597.pdf,5,2023,6.0,34.0,-28.0,5.0,-33.0,-33.0
REXP,771_1739185871059.pdf,4,2023,1941892.0,4.0,1941888.0,-286275.0,2228163.0,7.0
REXP,771_1739185871059.pdf,5,2023,5.0,392030.0,-392025.0,4.0,-392029.0,-392029.0
DIPD,670_1336993801.pdf,3,2023,19786485.0,16344798.0,3441687.0,-1568996.0,5010683.0,5010683.0
DIPD,670_1336993801.pdf,4,2023,1798644.0,1449966.0,348678.0,-285052.0,633730.0,633730.0
DIPD,670_1343902578685.pdf,3,2023,19786485.0,16344798.0,3441687.0,-1568983.0,5010670.0,5010670.0
DIPD,670_1351681183.pdf,3,2023,10852928.310344828,16344798.0,3.0,-1568983.0,1568986.0,1568986.0
DIPD,670_1351681183.pdf,4,2023,1798644.0,737744.0,348678.0,-285052.0,633730.0,1345952.0
DIPD,670_1360143525.pdf,3,2023,19786485.0,16344798.0,3441687.0,-1568983.0,5010670.0,5010670.0
DIPD,670_1360143525.pdf,4,2023,10852928.310344828,1449966.0,3.0,-285052.0,285055.0,285055.0
DIPD,670_1368615065525.pdf,9,2012,19786485.0,149532.0,19636953.0,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1375242887055.pdf,3,2023,23657743.0,1524208.0,4577812.0,-304665.0,4882477.0,22438200.0
DIPD,670_1375242887055.pdf,5,2023,699054.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1375242887055.pdf,10,2012,10852928.310344828,4512723.0,9.0,-423444.0,423453.0,423453.0
DIPD,670_1375242887055.pdf,13,2023,52.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1383043196791.pdf,3,2023,10852928.310344828,19079931.0,4577812.0,-1777854.0,6355666.0,6355666.0
DIPD,670_1383043196791.pdf,4,2023,2.0,1524208.0,494502.0,17.0,494485.0,-1524223.0
DIPD,670_1383043196791.pdf,7,2013,699054.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1383043196791.pdf,12,2012,1.0,19563.0,2177485.0,-863119.0,3040604.0,843557.0
DIPD,670_1383043196791.pdf,13,2012,1008076.0,1288.0,270332.0,-156201.0,426533.0,1162989.0
DIPD,670_1383043196791.pdf,16,2023,54.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1391424199.pdf,3,2023,10852928.310344828,19079931.0,4577812.0,-1777854.0,6355666.0,6355666.0
DIPD,670_1391424199.pdf,4,2023,10852928.310344828,26.0,494502.0,30.0,494472.0,494472.0
DIPD,670_1391424199.pdf,7,2023,699054.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1391424199.pdf,12,2012,17375827.0,37410.0,3339498.0,-1291103.0,4630601.0,18629520.0
DIPD,670_1391424199.pdf,13,2012,1507110.0,1886.0,393411.0,-234694.0,628105.0,1739918.0
DIPD,670_1391424199.pdf,16,2023,56.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1406887081798.pdf,3,2023,23092215.0,2010521.0,4159192.0,-393325.0,4552517.0,21475019.0
DIPD,670_1406887081798.pdf,5,2023,6.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1414661979678.pdf,3,2023,10852928.310344828,12724440.0,4159192.0,-1105449.0,5264641.0,5264641.0
DIPD,670_1414661979678.pdf,4,2023,10852928.310344828,1099636.0,424476.0,-191159.0,615635.0,615635.0
DIPD,670_1414661979678.pdf,7,2023,6271286.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1423127178756.pdf,3,2023,10852928.310344828,17684100.0,4159192.0,-1625304.0,5784496.0,5784496.0
DIPD,670_1423127178756.pdf,4,2023,2434997.0,1582236.0,424476.0,-289055.0,713531.0,1141816.0
DIPD,670_1423127178756.pdf,7,2023,6.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1431680649237.pdf,3,2023,27738672.0,22948805.0,4789867.0,-2233917.0,7023784.0,7023784.0
DIPD,670_1431680649237.pdf,4,2023,2564913.0,41.0,625167.0,-10.0,625177.0,2564882.0
DIPD,670_1431680649237.pdf,7,2023,7000544.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1438938617806.pdf,3,2023,10852928.310344828,22948805.0,4789867.0,-2233917.0,7023784.0,7023784.0
DIPD,670_1438938617806.pdf,5,2023,7000544.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1446197797799.pdf,3,2023,27738672.0,22948805.0,4789867.0,-2233917.0,7023784.0,7023784.0
DIPD,670_1446197797799.pdf,4,2023,2564913.0,1939746.0,625167.0,-369523.0,994690.0,994690.0
DIPD,670_1446197797799.pdf,7,2023,7000544.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1454490976353.pdf,3,2023,10852928.310344828,22948805.0,4789867.0,-2233917.0,7023784.0,7023784.0
DIPD,670_1454490976353.pdf,4,2023,2564913.0,1939746.0,625167.0,-369523.0,994690.0,994690.0
DIPD,670_1454490976353.pdf,7,2023,7000544.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1463476540686.pdf,3,2023,21931303.0,18452976.0,3478327.0,-2247927.0,5726254.0,5726254.0
DIPD,670_1463476540686.pdf,4,2023,1685401.0,1242316.0,443085.0,-410935.0,854020.0,854020.0
DIPD,670_1463476540686.pdf,7,2023,6888098.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1470654908834.pdf,4,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,433528.0
DIPD,670_1470654908834.pdf,5,2023,6846945.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1477905203603.pdf,3,2023,21931303.0,18452976.0,3478327.0,-2269748.0,5748075.0,433528.0
DIPD,670_1477905203603.pdf,4,2023,1685401.0,1242316.0,443085.0,-429976.0,873061.0,138624.0
DIPD,670_1477905203603.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,433528.0
DIPD,670_1477905203603.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,138624.0
DIPD,670_1477905203603.pdf,7,2023,6846945.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1477905203603.pdf,8,2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,154138.0
DIPD,670_1485853545729.pdf,3,2023,21931303.0,18452976.0,3478327.0,-2269748.0,5748075.0,433528.0
DIPD,670_1485853545729.pdf,4,2023,1685401.0,1242316.0,443085.0,-429976.0,873061.0,138624.0
DIPD,670_1485853545729.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,433528.0
DIPD,670_1485853545729.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,138624.0
DIPD,670_1485853545729.pdf,7,2023,6846945.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1485853545729.pdf,8,2016,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,75268.0
DIPD,670_1495013507284.pdf,3,2023,24334423.0,20345895.0,3988528.0,-2279432.0,6267960.0,6267960.0
DIPD,670_1495013507284.pdf,4,2023,1792509.0,1381449.0,411060.0,-404625.0,815685.0,815685.0
DIPD,670_1495013507284.pdf,7,2023,8.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1501578658549.pdf,4,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,917734.0
DIPD,670_1501578658549.pdf,5,2023,8044601.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1509618170616.pdf,3,2023,24334423.0,20345895.0,3988528.0,-2279432.0,6267960.0,917734.0
DIPD,670_1509618170616.pdf,4,2023,1792509.0,1381449.0,411060.0,-404625.0,815685.0,356931.0
DIPD,670_1509618170616.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,917734.0
DIPD,670_1509618170616.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,356931.0
DIPD,670_1509618170616.pdf,7,2023,8044601.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1509618170616.pdf,8,2017,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,-21493.0
DIPD,670_1517303988584.pdf,3,2023,10852928.310344828,20345895.0,3988528.0,-2279432.0,6267960.0,917734.0
DIPD,670_1517303988584.pdf,4,2023,10852928.310344828,1381449.0,411060.0,-404625.0,815685.0,356931.0
DIPD,670_1517303988584.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,917734.0
DIPD,670_1517303988584.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,356931.0
DIPD,670_1517303988584.pdf,7,2023,8044601.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1517303988584.pdf,8,2017,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,85251.0
DIPD,670_1526549280300.pdf,3,2023,28484874.0,24024671.0,4460203.0,-2389297.0,6849500.0,800850.0
DIPD,670_1526549280300.pdf,4,2023,2266036.0,1836512.0,429524.0,-452036.0,881560.0,163332.0
DIPD,670_1526549280300.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,800850.0
DIPD,670_1526549280300.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,163332.0
DIPD,670_1526549280300.pdf,7,2023,8693473.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1533635380826.pdf,4,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,800850.0
DIPD,670_1533635380826.pdf,5,2023,8693473.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1533635380826.pdf,9,2018,15.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1542014090242.pdf,3,2023,28484874.0,24024671.0,4460203.0,-2389297.0,6849500.0,800850.0
DIPD,670_1542014090242.pdf,4,2023,2266036.0,1836512.0,429524.0,-452036.0,881560.0,163332.0
DIPD,670_1542014090242.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,800850.0
DIPD,670_1542014090242.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,163332.0
DIPD,670_1542014090242.pdf,7,2023,8693473.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1542014090242.pdf,8,2018,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1.0
DIPD,670_1542014090242.pdf,11,2018,15.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1548840654892.pdf,3,2023,28484874.0,24024671.0,4460203.0,-2389297.0,6849500.0,800850.0
DIPD,670_1548840654892.pdf,4,2023,10852928.310344828,1836512.0,429524.0,-452036.0,881560.0,163332.0
DIPD,670_1548840654892.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,800850.0
DIPD,670_1548840654892.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,163332.0
DIPD,670_1548840654892.pdf,7,2023,8693473.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1548840654892.pdf,8,2018,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,2.0
DIPD,670_1548840654892.pdf,11,2018,15.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1557999652763.pdf,3,2023,10852928.310344828,25143301.0,4946017.0,-2805922.0,7751939.0,1223826.0
DIPD,670_1557999652763.pdf,4,2023,10852928.310344828,3025141.0,873224.0,-621200.0,1494424.0,327767.0
DIPD,670_1557999652763.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1223826.0
DIPD,670_1557999652763.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,327767.0
DIPD,670_1557999652763.pdf,7,2023,9249276.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1564736854575.pdf,4,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1223826.0
DIPD,670_1564736854575.pdf,5,2023,9249276.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1572858262573.pdf,3,2023,10852928.310344828,25143301.0,4946017.0,-2805922.0,7751939.0,1223826.0
DIPD,670_1572858262573.pdf,4,2023,10852928.310344828,3025141.0,873224.0,-621200.0,1494424.0,327767.0
DIPD,670_1572858262573.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1223826.0
DIPD,670_1572858262573.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,327767.0
DIPD,670_1572858262573.pdf,7,2023,9249276.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1572858262573.pdf,8,2019,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3.0
DIPD,670_1581501936280.pdf,3,2023,10852928.310344828,25143301.0,4946017.0,-2805922.0,7751939.0,1223826.0
DIPD,670_1581501936280.pdf,4,2023,10852928.310344828,3025141.0,873224.0,-621200.0,1494424.0,327767.0
DIPD,670_1581501936280.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,1223826.0
DIPD,670_1581501936280.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,327767.0
DIPD,670_1581501936280.pdf,7,2023,9249276.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1581501936280.pdf,8,2019,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,7.0
DIPD,670_1591958655296.pdf,3,2023,10852928.310344828,25858623.0,4704359.0,-2839359.0,7543718.0,850293.0
DIPD,670_1591958655296.pdf,4,2023,10852928.310344828,3054301.0,1003141.0,-562342.0,1565483.0,559224.0
DIPD,670_1591958655296.pdf,5,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,850293.0
DIPD,670_1591958655296.pdf,6,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,559224.0
DIPD,670_1591958655296.pdf,7,2023,9953105.0,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,3394884.979452055
DIPD,670_1597224164231.pdf,3,2023,10852928.310344828,25858623.0,4704359.0,-2839358.0,7543717.0,850293.0
DIPD,670_1597224164231.pdf,4,2023,10852928.310344828,17017225.472527474,4171203.813186813,-2192637.4,6191999.555555556,850293.0
