Source File,Page,Period,Line
771_1352889712126.pdf,3,2012 2011 Change,"Revenue 261,870 243,891 7 513,044 393,139 30"
771_1352889712126.pdf,3,2012 2011 Change,"Cost of Sales (204,612) (218,578) 6 (407,017) (355,407) (15)"
771_1352889712126.pdf,3,2012 2011 Change,"Distribution Costs (12,188) (8,440) (44) (24,995) (15,747) (59)"
771_1352889712126.pdf,3,2012 2011 Change,"Profit / (Loss) from Operations 34,382 10,386 231 65,703 7,572 768"
771_1352889712126.pdf,3,2012 2011 Change,"Profit / (Loss) before Tax 29,427 4,746 520 52,949 (2,244) 2,460"
771_1352889712126.pdf,3,2012 2011 Change,"Profit / (Loss) Attributable to Ordinary Shareholders 25,355 4,746 434 46,054 (2,244) 2,152"
771_1352889712126.pdf,3,2012 2011 Change,Earnings Per Share 2.27 0.43 4.13 (0.20)
771_1360317056247.pdf,2,3 months ended 31st December 9 ,3 months ended 31st December 9 months ended 31st December
771_1360317056247.pdf,2,3 months ended 31st December 9 ,2012 2011 Change 2012 2011 Change
771_1360317056247.pdf,2,3 months ended 31st December 9 ,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1360317056247.pdf,2,3 months ended 31st December 9 ,"Revenue 522,442 594,321 (12) 1,821,341 1,468,717 24"
771_1360317056247.pdf,2,3 months ended 31st December 9 ,"Cost of Sales (419,730) (484,099) 13 (1,421,379) (1,261,789) (13)"
771_1360317056247.pdf,2,3 months ended 31st December 9 ,"Distribution Costs (30,022) (48,031) 37 (103,900) (90,368) (15)"
771_1360317056247.pdf,2,3 months ended 31st December 9 ,"Profit from Operations 57,061 40,470 41 249,127 70,293 254"
771_1360317056247.pdf,2,3 months ended 31st December 9 ,"Finance Cost (3,657) (15,142) 76 (20,453) (36,353) 44"
771_1360317056247.pdf,2,3 months ended 31st December 9 ,"Share of Profit / (Loss) of Associate (144) (5,208) 97 (6,603) (10,283) 36"
771_1360317056247.pdf,2,3 months ended 31st December 9 ,"Profit Before Tax 53,260 20,120 165 222,071 23,657 839"
771_1360317056247.pdf,2,3 months ended 31st December 9 ,"Profit for the Period from Continuing Operations 47,052 13,274 254 198,667 16,237 1,124"
771_1360317056247.pdf,2,3 months ended 31st December 9 ,Loss after tax for the period from discontinued operations (27) (43) 37 (81) (154) 47
771_1360317056247.pdf,2,3 months ended 31st December 9 ,"Profit for the period 47,025 13,231 198,586 16,083"
771_1360317056247.pdf,2,3 months ended 31st December 9 ,Earnings Per Share 2.29 1.39 10.17 1.18
771_1360317056247.pdf,2,3 months ended 31st December 9 ,Earnings Per Share from Continuing Operations 2.29 1.40 10.17 1.19
771_1360317056247.pdf,3,3 months ended 31st December 9 ,3 months ended 31st December 9 months ended 31st December
771_1360317056247.pdf,3,3 months ended 31st December 9 ,2012 2011 Change 2012 2011 Change
771_1360317056247.pdf,3,3 months ended 31st December 9 ,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1360317056247.pdf,3,3 months ended 31st December 9 ,"Revenue 179,823 315,606 (43) 692,867 708,745 (2)"
771_1360317056247.pdf,3,3 months ended 31st December 9 ,"Cost of Sales (147,262) (263,324) 44 (554,279) (618,731) 10"
771_1360317056247.pdf,3,3 months ended 31st December 9 ,"Distribution Costs (9,333) (8,192) (14) (34,328) (24,480) (40)"
771_1360317056247.pdf,3,3 months ended 31st December 9 ,"Profit from Operations 7,261 36,446 (80) 72,964 44,018 66"
771_1360317056247.pdf,3,3 months ended 31st December 9 ,"Finance Cost (2,955) (9,695) 70 (15,709) (19,511) 19"
771_1360317056247.pdf,3,3 months ended 31st December 9 ,"Profit before Tax 4,306 26,751 (84) 57,255 24,507 134"
771_1360317056247.pdf,3,3 months ended 31st December 9 ,"Profit Attributable to Ordinary Shareholders 1,493 22,051 (93) 47,547 19,807 140"
771_1360317056247.pdf,3,3 months ended 31st December 9 ,Earnings Per Share 0.13 1.98 4.26 1.77
771_1370005051934.pdf,2,3 months ended 31st March 12 ,3 months ended 31st March 12 months ended 31st March
771_1370005051934.pdf,2,3 months ended 31st March 12 ,2013 2012 Change 2013 2012 Change
771_1370005051934.pdf,2,3 months ended 31st March 12 ,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1370005051934.pdf,2,3 months ended 31st March 12 ,"Revenue 4 78,796 496,008 ( 3) 2 ,303,135 1 ,967,145 17"
771_1370005051934.pdf,2,3 months ended 31st March 12 ,"Cost of Sales ( 362,097) (376,260) 4 (1,783,476) (1,638,049) ( 9)"
771_1370005051934.pdf,2,3 months ended 31st March 12 ,"Distribution Costs ( 20,707) (21,050) 2 (124,507) (87,544) ( 42)"
771_1370005051934.pdf,2,3 months ended 31st March 12 ,"Profit from Operations 4 9,530 73,853 (33) 3 01,334 1 66,392 81"
771_1370005051934.pdf,2,3 months ended 31st March 12 ,"Finance Cost ( 4,358) (42,256) 90 (29,416) (107,372) 73"
771_1370005051934.pdf,2,3 months ended 31st March 12 ,"Share of Profit / (Loss) of Associate 5 ,868 (6,909) 185 (735) (17,192) 96"
771_1370005051934.pdf,2,3 months ended 31st March 12 ,"Profit Before Tax 4 8,712 45,434 7 2 70,783 6 9,091 292"
771_1370005051934.pdf,2,3 months ended 31st March 12 ,"Profit for the Period from Continuing Operations 4 3,140 41,619 4 2 41,807 5 7,856 318"
771_1370005051934.pdf,2,3 months ended 31st March 12 ,Loss after tax for the period from discontinued operations 4 0 12 237 (41) (142) 71
771_1370005051934.pdf,2,3 months ended 31st March 12 ,"Profit for the period 4 3,180 41,631 2 41,766 5 7,714"
771_1370005051934.pdf,2,3 months ended 31st March 12 ,Earnings Per Share 2 .20 3.08 12.37 4 .26
771_1370005051934.pdf,2,3 months ended 31st March 12 ,Earnings Per Share from Continuing Operations 2 .20 3.08 12.37 4 .27
771_1370005051934.pdf,3,3 months ended 31st March 12 ,3 months ended 31st March 12 months ended 31st March
771_1370005051934.pdf,3,3 months ended 31st March 12 ,2013 2012 Change 2013 2012 Change
771_1370005051934.pdf,3,3 months ended 31st March 12 ,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1370005051934.pdf,3,3 months ended 31st March 12 ,"Revenue 151,031 191,959 (21) 8 44,552 901,204 ( 6)"
771_1370005051934.pdf,3,3 months ended 31st March 12 ,"Cost of Sales (108,179) (158,745) 3 2 ( 662,458) ( 777,476) 15"
771_1370005051934.pdf,3,3 months ended 31st March 12 ,"Distribution Costs (526) (6,477) 92 ( 34,754) ( 30,303) (15)"
771_1370005051934.pdf,3,3 months ended 31st March 12 ,"Profit from Operations 12,232 14,647 (16) 9 2,574 59,008 57"
771_1370005051934.pdf,3,3 months ended 31st March 12 ,"Profit before Tax (1,759) (15,883) 8 9 5 5,496 8,624 544"
771_1370005051934.pdf,3,3 months ended 31st March 12 ,"Profit Attributable to Ordinary Shareholders (3,664) (18,699) 8 0 4 3,883 1,108 3,861"
771_1370005051934.pdf,3,3 months ended 31st March 12 ,Earnings Per Share (0.33) (1.67) 3 .93 0.10
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,FOR THE YEAR ENDED 31ST MARCH ` 2013 2012 2013 2012
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Profit for the year 241,766 57,714 43,883 1,108"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Translation of associate using foreign functional currency (898) 13,469 - -"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Other comprehensive income for the year (898) 13,469 - -"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Total comprehensive income for the year 240,868 71,183 43,883 1,108"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,Consolidated Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Balance as at 31st March 2011 - Reported Previously 220,262 219,250 (573,286) 25,660 21,070 ( 87,044)"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Impact of adopting SLFRS as at 01st April 2011 - - 56,522 (383) 18,560 74,699"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Restated Balance as at 01st April 2011 220,262 219,250 (516,764) 25,277 39,630 ( 12,345)"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Profit for the year - - 47,567 - 10,147 57,714"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,Dividend Paid by Subsidiary Companies to Outside Shareholders (80) (80)
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Balance as at 31st March 2012 220,262 219,250 (469,197) 38,746 49,697 58,758"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Balance as at 1st April 2012 220,262 219,250 (469,197) 38,746 49,697 58,758"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Profit for the year - - 138,067 - 103,699 241,766"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,Dividend Paid by Subsidiary Companies to Outside Shareholders (108) (108)
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Balance as at 31st March 2013 220,262 219,250 (331,130) 37,848 153,288 299,518"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,Company Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Balance as at 31st March 2011 - Reported Previously 220,262 219,250 76,883 5 16,395"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Impact of adopting SLFRS as at 01st April 2011 27,397 27,397"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Restated Balance as at 01st April 2011 220,262 219,250 104,280 5 43,792"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Profit for the year - - 1,108 1,108"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Balance as at 31st March 2012 220,262 219,250 105,388 5 44,900"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Balance as at 1st April 2012 220,262 219,250 105,388 5 44,900"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Profit for the year - - 43,883 43,883"
771_1370005051934.pdf,6,YEAR ENDED 31ST MARCH ,"Balance as at 31st March 2013 220,262 219,250 149,271 5 88,783"
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,1 The figures given above for the twelve months ended 31st March 2013 and 31st March 2012 are provisional and subject to audit.
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,The condensed interim financial statements of Richard Pieris Exports PLC for the twelve months ended 31st March 2013 have been prepared in
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,finacialstatementsfortheyearended31stMarch2012.Thechangestotheaccountingpoliciesfollowedpriorto31/3/2012duetoadoptionofnew
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,"(SLFRS/LKAS)immediatetlyeffectivefrom01stApril2012.Forallperiodsuptoandincludingtheyearended31stMarch2012,thegrouppreparedits"
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,financial statements in accordance with Sri Lanka Accounting Statndards - SLAS which were effective up to 31st March 2012.The impact of the
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,"Number of shares 11,163,745 11,163,745"
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,"5 There has not been a significant change in the nature of the contingent liabilities, which were disclosed in the annual report for the year ended 31st"
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,8 Net asset value per Share 31st March 13 31st March 12 01st April 2011
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,Company ( in Rs. ) 5 2.74 48.81 4 8.71
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,9 Market Price Per Share 31st March 13 31st March 12
771_1370005051934.pdf,9,twelve months ended 31st March 2013 ,Last Traded Price for the Year / Quarter (in Rs.) 2 9.40 22.00
771_1370005051934.pdf,12,Unknown Period,11110000....3333 RRRReeeeccccoooonnnncccciiiilllliiiiaaaattttiiiioooonnnn ooooffff TTTTooooaaaallll CCCCoooommmmpppprrrreeeehhhheeeennnnssssiiiivvvveeee IIIInnnnccccoooommmmeeee ffffoooorrrr tttthhhheeee yyyyeeeeaaaarrrr eeeennnnddddeeeedddd 33331111sssstttt MMMMaaaarrrrcccchhhh 2222000011112222
771_1370005051934.pdf,12,Unknown Period,"Revenue (h) 1 ,963,900 3 ,245 - 1 ,967,145 9 00,538 6 66 - 9 01,204"
771_1370005051934.pdf,12,Unknown Period,"Cost of Sales (i) ( 1,637,027) - ( 1,022) ( 1,638,049) ( 777,397) - ( 79) ( 777,476)"
771_1370005051934.pdf,12,Unknown Period,"Other Operating Income (h) / (j) / (l) 3 7,332 ( 27,208) - 1 0,124 3 5,918 ( 29,383) 6 ,535"
771_1370005051934.pdf,12,Unknown Period,"Distribution Costs (k) ( 133,493) 4 5,949 - ( 87,544) ( 32,244) 1 ,941 - ( 30,303)"
771_1370005051934.pdf,12,Unknown Period,"Administrative Expenses (i) / (h) ( 73,529) ( 3,300) 3 ,223 ( 73,606) ( 35,700) ( 721) ( 129) ( 36,550)"
771_1370005051934.pdf,12,Unknown Period,"PPPPrrrrooooffffiiiitttt ffffrrrroooommmm OOOOppppeeeerrrraaaattttiiiioooonnnnssss 1 42,820 2 1,371 2 ,201 1 66,392 4 6,099 1 3,117 ( 208) 5 9,008"
771_1370005051934.pdf,12,Unknown Period,"Other Financial Items (l) - 2 0,124 - 2 0,124 - 2 2,354 - 2 2,354"
771_1370005051934.pdf,12,Unknown Period,"Share of Profit / (Loss) of Associate (b) ( 23,970) - 6 ,778 ( 17,192) - - - -"
771_1370005051934.pdf,12,Unknown Period,"PPPPrrrrooooffffiiiitttt bbbbeeeeffffoooorrrreeee TTTTaaaaxxxx 6 0,112 - 8 ,979 6 9,091 8 ,832 - ( 208) 8 ,624"
771_1370005051934.pdf,12,Unknown Period,"Taxation (c) ( 10,810) - ( 425) ( 11,235) ( 7,541) 2 5 ( 7,516)"
771_1370005051934.pdf,12,Unknown Period,"PPPPrrrrooooffffiiiitttt ffffoooorrrr tttthhhheeee yyyyeeeeaaaarrrr ffffrrrroooommmm ccccoooonnnnttttiiiinnnnuuuuiiiinnnngggg ooooppppeeeerrrraaaattttiiiioooonnnnssss 4 9,302 - 8 ,554 5 7,856 1 ,291 - ( 183) 1 ,108"
771_1370005051934.pdf,12,Unknown Period,Loss after Tax for the year from discontinued operations ( 142) - - ( 142) - - - -
771_1370005051934.pdf,12,Unknown Period,"PPPPrrrrooooffffiiiitttt ffffoooorrrr tttthhhheeee yyyyeeeeaaaarrrr 4 9,160 - 8 ,554 5 7,714 1 ,291 - ( 183) 1 ,108"
771_1370005051934.pdf,12,Unknown Period,"Translation of associate using foreign functional currency - 10,259 3,210 13,469 - - - -"
771_1370005051934.pdf,12,Unknown Period,"Other Comprehensive Income for the year - 10,259 3,210 13,469 - - - -"
771_1370005051934.pdf,12,Unknown Period,"Total Comprehensive Income for the year 49,160 10,259 11,764 71,183 1,291 - (183) 1,108"
771_1376474098687.pdf,2,2013 2012 Change,3 months ended 30th June
771_1376474098687.pdf,2,2013 2012 Change,2013 2012 Change
771_1376474098687.pdf,2,2013 2012 Change,Rs. '000 Rs. '000 % 2013
771_1376474098687.pdf,2,2013 2012 Change,"Revenue 606,746 606,501 0 2,303,135"
771_1376474098687.pdf,2,2013 2012 Change,"Cost of Sales (460,266) (474,681) 3 (1,783,476)"
771_1376474098687.pdf,2,2013 2012 Change,"Distribution Costs (37,387) (35,432) (6) (124,507)"
771_1376474098687.pdf,2,2013 2012 Change,"Profit from Operations 83,872 80,080 5 301,334"
771_1376474098687.pdf,2,2013 2012 Change,"Share of Profit / (Loss) of Associate 1,980 (1,353) 246 (735)"
771_1376474098687.pdf,2,2013 2012 Change,"Profit Before Tax 80,061 70,679 13 270,783"
771_1376474098687.pdf,2,2013 2012 Change,"Profit for the Period from Continuing Operations 71,402 63,747 12 241,807"
771_1376474098687.pdf,2,2013 2012 Change,Loss after tax for the period from discontinued operations (18) (27) 33 (41)
771_1376474098687.pdf,2,2013 2012 Change,"Profit for the period 71,384 63,720 12 241,766"
771_1376474098687.pdf,2,2013 2012 Change,Earnings Per Share 3.98 3.51 12.37
771_1376474098687.pdf,2,2013 2012 Change,Earnings Per Share from Continuing Operations 3.98 3.52 12.37
771_1376474098687.pdf,3,2013 2012 Change,3 months ended 30th June
771_1376474098687.pdf,3,2013 2012 Change,Rs. '000 Rs. '000 % Rs. '000
771_1376474098687.pdf,3,2013 2012 Change,"Revenue 236,675 251,278 (6) 844,552"
771_1376474098687.pdf,3,2013 2012 Change,"Cost of Sales (185,748) (201,593) 8 (662,458)"
771_1376474098687.pdf,3,2013 2012 Change,"Distribution Costs (10,925) (12,807) 15 (34,754)"
771_1376474098687.pdf,3,2013 2012 Change,"Profit from Operations 30,527 29,686 3 92,574"
771_1376474098687.pdf,3,2013 2012 Change,"Profit before Tax 25,520 24,334 5 55,496"
771_1376474098687.pdf,3,2013 2012 Change,"Profit Attributable to Ordinary Shareholders 21,709 21,511 1 43,883"
771_1376474098687.pdf,3,2013 2012 Change,Earnings Per Share 1.94 1.93 3.93
771_1376474098687.pdf,6,2013 2012 2013 2012,FOR THE YEAR ENDED 30TH JUNE ` 2013 2012 2013 2012
771_1376474098687.pdf,6,2013 2012 2013 2012,Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1376474098687.pdf,6,2013 2012 2013 2012,"Profit for the year 71,384 63,720 21,709 21,511"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Translation of associate using foreign functional currency 5,131 2,641 - -"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Other comprehensive income for the year 5,131 2,641 - -"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Total comprehensive income for the year 76,515 66,361 21,709 21,511"
771_1376474098687.pdf,6,2013 2012 2013 2012,Consolidated Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1376474098687.pdf,6,2013 2012 2013 2012,"Restated Balance as at 01st April 2012 220,262 219,250 (469,197) 38,746 49,697 58,758"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Profit for the year - - 39,215 - 24,506 63,720"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Balance as at 30th June 2012 220,262 219,250 (429,982) 41,387 74,203 125,119"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Balance as at 1st April 2013 220,262 219,250 (331,130) 37,848 153,288 299,518"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Profit for the year - - 44,399 - 26,984 71,384"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Balance as at 30th June 2013 220,262 219,250 (286,731) 42,979 180,272 376,033"
771_1376474098687.pdf,6,2013 2012 2013 2012,Company Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1376474098687.pdf,6,2013 2012 2013 2012,"Restated Balance as at 01st April 2012 220,262 219,250 105,395 544,907"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Profit for the year - - 21,511 21,511"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Balance as at 30th June 2012 220,262 219,250 126,906 566,418"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Balance as at 1st April 2013 220,262 219,250 149,271 588,783"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Profit for the year - - 21,709 21,709"
771_1376474098687.pdf,6,2013 2012 2013 2012,"Balance as at 30th June 2013 220,262 219,250 170,980 610,492"
771_1376474098687.pdf,10,Unknown Period,Equity as at 30th June2012
771_1376474098687.pdf,10,Unknown Period,Rs. 000 Rs. 000 Rs. 000 Rs. 000
771_1376474098687.pdf,10,Unknown Period,"Long Term Investments (b) 30,190 23,763 53,953"
771_1376474098687.pdf,10,Unknown Period,Deferred Tax Assets (c) 207 (207) -
771_1376474098687.pdf,10,Unknown Period,"Assets of Arpico Natural Latex Foams (Pvt) Ltd. 3,610 - 3,610"
771_1376474098687.pdf,10,Unknown Period,"Inventories 237,542 - 237,542"
771_1376474098687.pdf,10,Unknown Period,"Amounts Due from Related Parties 130,393 - 130,393"
